Customer_ID,Donation_ID,DonationDate,DonationEndDate,DonationAmount,Product,Channel_Pay
7236204,1264414.1,15/8/2025,,12,General_Donation,Bank Transfer
7236204,1264412.1,15/8/2025,,48,Membership,Cash Payment
7450904,12804019.3,15/8/2025,15/8/2025,10,Membership,Debit Card
9436204,1264404.1,15/8/2025,,48,Membership,Online Banking
9436204,1264415.1,15/8/2025,,48,Membership,Credit Card
6336204,1264369.1,15/8/2025,,48,Membership,Online Banking
3636204,1264391.1,15/8/2025,,20,General_Donation,Credit Card
736204,1264403.1,15/8/2025,,48,Membership,Online Banking
7536204,1264374.1,15/8/2025,,48,Membership,PayPal
195204,1264350.1,14/8/2025,,12,General_Donation,Credit Card
195204,1264331.1,14/8/2025,17/8/2025,48,Membership,PayPal
1121704,12802803.3,14/8/2025,14/8/2025,10,Membership,Bank Transfer
1121704,12802315.3,14/8/2025,,30,Membership_TopUp,Cryptocurrency
3760104,1264353.1,14/8/2025,,48,Membership,Debit Card
9045204,1264319.1,14/8/2025,,48,Membership,Debit Card
7555204,1264336.1,14/8/2025,,48,Membership,Mobile Payment
6815204,1264266.1,12/8/2025,,48,Membership,Cryptocurrency
6815204,1264307.1,12/8/2025,,48,Membership,Debit Card
7152504,1264270.1,12/8/2025,,48,Membership,Mobile Payment
7815204,1264252.1,12/8/2025,,48,Membership,Bank Transfer
5615204,1264278.1,12/8/2025,,48,Membership,Debit Card
7915204,1264282.1,12/8/2025,,48,Membership,Online Banking
715204,1264260.1,12/8/2025,,48,Membership,Cryptocurrency
1915204,1264309.1,12/8/2025,,48,Membership,Credit Card
8815204,1264272.1,12/8/2025,,48,Membership,Cryptocurrency
2715204,1264273.1,12/8/2025,,48,Membership,Credit Card
4605204,1264232.1,11/8/2025,,12,General_Donation,Credit Card
6115204,1264241.1,11/8/2025,11/8/2025,48,Membership,Online Banking
6115204,1264250.1,11/8/2025,11/8/2025,48,Membership,Online Banking
8015204,1264211.1,11/8/2025,,12,General_Donation,Debit Card
8015204,1264246.1,11/8/2025,22/8/2025,48,Membership,PayPal
4415204,1264234.1,11/8/2025,,48,Membership,Mobile Payment
1315204,1264245.1,11/8/2025,,48,Membership,Debit Card
5115204,1264247.1,11/8/2025,,48,Membership,Bank Transfer
1054904,12801567.3,10/8/2025,,45,Membership_TopUp,Cryptocurrency
1405204,1264166.1,10/8/2025,,48,Membership,Credit Card
1405204,1264137.1,10/8/2025,,48,Membership,Credit Card
4605204,1264183.1,10/8/2025,,48,Membership,Bank Transfer
4664504,12801184.3,10/8/2025,10/8/2025,10,Membership,PayPal
4664504,12801276.3,10/8/2025,,50,Membership_TopUp,Credit Card
5505204,1264140.1,10/8/2025,,48,Membership,Online Banking
4504504,12801016.3,9/8/2025,9/8/2025,10,Membership,Debit Card
4504504,12800822.3,9/8/2025,,40,Membership_TopUp,Cryptocurrency
6894204,1264074.1,9/8/2025,,48,Membership,PayPal
7694204,12800700.3,9/8/2025,,50,General_Donation,Bank Transfer
3164004,12800382.3,8/8/2025,,20,Membership_TopUp,Cash Payment
6444104,1264035.1,8/8/2025,,10,General_Donation,Bank Transfer
9884204,1264000.1,8/8/2025,,48,Membership,Cryptocurrency
5294204,1264026.1,8/8/2025,,48,Membership,Cash Payment
2194204,1264025.1,8/8/2025,,48,Membership,Credit Card
1570904,1263946.1,7/8/2025,,48,Membership,Cash Payment
7634204,1263996.1,7/8/2025,,48,Membership,Cash Payment
7634204,1263983.1,7/8/2025,,48,Membership,Online Banking
8231104,12799418.3,7/8/2025,7/8/2025,10,Membership,Credit Card
8314204,1263931.1,6/8/2025,,48,Membership,Credit Card
6904204,1263922.1,5/8/2025,,48,Membership,Online Banking
6904204,1263924.1,5/8/2025,,48,Membership,Cryptocurrency
5114204,1263910.1,5/8/2025,,48,Membership,Bank Transfer
3014204,1263899.1,5/8/2025,,48,Membership,Cryptocurrency
2562004,1263871.1,4/8/2025,,10,General_Donation,Mobile Payment
3513804,1263876.1,4/8/2025,,10,General_Donation,Mobile Payment
4923604,1263832.1,4/8/2025,,10,General_Donation,Online Banking
5504204,1263886.1,4/8/2025,,48,Membership,PayPal
5504204,1263833.1,4/8/2025,,48,Membership,Mobile Payment
7404204,1263868.1,4/8/2025,,48,Membership,Cash Payment
7404204,1263836.1,4/8/2025,,12,General_Donation,Debit Card
7466004,12798260.3,4/8/2025,,35,Membership_TopUp,Mobile Payment
7466004,12798729.3,4/8/2025,4/8/2025,10,Membership,Debit Card
5704204,12798707.3,4/8/2025,,20,General_Donation,Online Banking
504204,1263854.1,4/8/2025,,38,Membership,Mobile Payment
604204,1263873.1,4/8/2025,,48,Membership,Mobile Payment
4412994,1263802.1,3/8/2025,,10,General_Donation,Bank Transfer
8180194,12797478.3,3/8/2025,3/8/2025,10,Membership,Cash Payment
8559894,12797460.3,3/8/2025,3/8/2025,10,Membership,Credit Card
8559894,12797615.3,3/8/2025,,30,Membership_TopUp,Mobile Payment
8789894,12797758.3,3/8/2025,,20,Membership_TopUp,Cash Payment
8789894,12797957.3,3/8/2025,3/8/2025,10,Membership,PayPal
6104204,1263797.1,3/8/2025,,48,Membership,PayPal
6657004,1263793.1,2/8/2025,,48,Membership,Cryptocurrency
6693204,1263776.1,2/8/2025,,48,Membership,Cryptocurrency
3293204,1263730.1,1/8/2025,,12,General_Donation,Cryptocurrency
3293204,1263742.1,1/8/2025,,48,Membership,Cryptocurrency
3293204,1263737.1,1/8/2025,,48,Membership,Online Banking
9983204,12796552.3,1/8/2025,,20,General_Donation,PayPal
5293204,1263750.1,1/8/2025,21/8/2025,48,Membership,Online Banking
1193204,1263732.1,1/8/2025,,30,General_Donation,Credit Card
4293204,1263749.1,1/8/2025,,48,Membership,PayPal
1510304,12796519.3,31/7/2025,31/7/2025,10,Membership,Mobile Payment
8445194,12796527.3,31/7/2025,31/7/2025,10,Membership,Cryptocurrency
4132204,12796477.3,31/7/2025,,20,General_Donation,Mobile Payment
4942204,1263724.1,31/7/2025,,48,Membership,PayPal
4415104,12796362.3,30/7/2025,,80,General_Donation,PayPal
8371204,1263672.1,30/7/2025,,48,Membership,Debit Card
8371204,1263683.1,30/7/2025,,48,Membership,Online Banking
4271204,1263645.1,29/7/2025,,48,Membership,Mobile Payment
4271204,1263646.1,29/7/2025,,48,Membership,Cash Payment
2171204,1263655.1,29/7/2025,,48,Membership,Credit Card
1916194,1263592.1,28/7/2025,,38,Membership,Debit Card
2580804,1263636.1,28/7/2025,,10,General_Donation,Cryptocurrency
1861204,1263622.1,28/7/2025,,48,Membership,Mobile Payment
2861204,1263628.1,28/7/2025,,48,Membership,Cash Payment
3183994,1263525.1,27/7/2025,,38,Membership,Mobile Payment
5361204,1263540.1,27/7/2025,,12,General_Donation,Credit Card
5361204,1263547.1,27/7/2025,,48,Membership,Cash Payment
2851204,1263489.1,26/7/2025,,48,Membership,Mobile Payment
551204,1263432.1,25/7/2025,,48,Membership,Credit Card
731904,1263422.1,24/7/2025,,10,General_Donation,Bank Transfer
2457904,12795716.3,24/7/2025,25/7/2025,48,Membership,Debit Card
5431204,1263409.1,24/7/2025,24/7/2025,48,Membership,Online Banking
2831204,1263423.1,24/7/2025,,48,Membership,Online Banking
2273704,1263429.1,22/7/2025,,150,General_Donation,PayPal
944904,1263343.1,21/7/2025,,12,General_Donation,PayPal
7273304,12795468.3,21/7/2025,21/7/2025,10,Membership,Credit Card
7952604,12795420.3,21/7/2025,21/7/2025,10,Membership,Cash Payment
9962604,12795415.3,21/7/2025,21/7/2025,10,Membership,Cash Payment
2670104,1263345.1,21/7/2025,,48,Membership,Credit Card
843094,12795300.3,20/7/2025,,10,Membership_TopUp,Mobile Payment
843094,12795308.3,20/7/2025,20/7/2025,10,Membership,Bank Transfer
8762504,12795202.3,20/7/2025,20/7/2025,10,Membership,Cash Payment
2460104,1263288.1,19/7/2025,9/8/2025,48,Membership,Debit Card
2460104,1263260.1,19/7/2025,,96,Membership,PayPal
3760104,12795021.3,19/7/2025,,30,General_Donation,Cash Payment
4285504,1263289.1,19/7/2025,,96,Membership,Debit Card
4291194,1263309.1,19/7/2025,,20,General_Donation,Credit Card
9560104,1263278.1,19/7/2025,,48,Membership,Mobile Payment
9560104,1263268.1,19/7/2025,,48,Membership,Credit Card
4560104,12795141.3,19/7/2025,,50,General_Donation,Cryptocurrency
2794804,1263229.1,18/7/2025,,10,General_Donation,Cryptocurrency
4750104,1263185.1,18/7/2025,9/8/2025,48,Membership,Cryptocurrency
6587804,1263187.1,18/7/2025,,10,General_Donation,Bank Transfer
6819504,1263228.1,18/7/2025,,96,Membership,Mobile Payment
9850104,1263207.1,18/7/2025,,10,General_Donation,Cryptocurrency
9850104,1263208.1,18/7/2025,18/7/2025,48,Membership,Bank Transfer
7160104,1263199.1,18/7/2025,27/7/2025,48,Membership,PayPal
1610104,1263178.1,17/7/2025,,24,General_Donation,Cryptocurrency
1610104,1263164.1,17/7/2025,,96,Membership,Credit Card
1873194,12794602.3,17/7/2025,17/7/2025,10,Membership,Mobile Payment
6987194,12794523.3,17/7/2025,17/7/2025,10,Membership,Debit Card
8571104,1263179.1,17/7/2025,,48,Membership,Debit Card
8669104,1263153.1,17/7/2025,,48,Membership,Bank Transfer
8669104,1263138.1,17/7/2025,,48,Membership,PayPal
1079104,1263147.1,17/7/2025,,96,Membership,PayPal
8179104,1263149.1,17/7/2025,,96,Membership,Credit Card
5881704,12794132.3,16/7/2025,16/7/2025,10,Membership,Cryptocurrency
3069104,1263119.1,15/7/2025,,12,General_Donation,Bank Transfer
3069104,1263108.1,15/7/2025,,48,Membership,Credit Card
8560094,12794035.3,15/7/2025,15/7/2025,10,Membership,Cash Payment
9851504,12794051.3,15/7/2025,15/7/2025,10,Membership,Debit Card
4478194,12793814.3,14/7/2025,14/7/2025,10,Membership,Cash Payment
5757304,12793463.3,14/7/2025,,70,Membership_TopUp,Cash Payment
5757304,12793578.3,14/7/2025,14/7/2025,10,Membership,Bank Transfer
6768504,1263079.1,14/7/2025,,20,General_Donation,Bank Transfer
8375894,12793522.3,14/7/2025,14/7/2025,10,Membership,Online Banking
9559104,1263096.1,14/7/2025,,96,Membership,PayPal
8129804,1263068.1,13/7/2025,,576,Membership,Online Banking
1461804,1263041.1,12/7/2025,,10,General_Donation,Mobile Payment
2020804,1263016.1,12/7/2025,,10,General_Donation,PayPal
3701804,1263045.1,12/7/2025,,36,Membership,Cryptocurrency
5112404,12792440.3,12/7/2025,12/7/2025,10,Membership,Debit Card
5685404,1263023.1,12/7/2025,,10,General_Donation,Debit Card
5946194,12792069.3,12/7/2025,12/7/2025,10,Membership,Mobile Payment
5946194,12791897.3,12/7/2025,,10,Membership_TopUp,Bank Transfer
6315894,12792151.3,12/7/2025,12/7/2025,10,Membership,Online Banking
7319304,12792139.3,12/7/2025,12/7/2025,10,Membership,Bank Transfer
8018704,12791939.3,12/7/2025,12/7/2025,10,Membership,Credit Card
8018704,12792500.3,12/7/2025,,5,Membership_TopUp,Mobile Payment
8932804,12793081.3,12/7/2025,12/7/2025,10,Membership,Credit Card
9568704,1262985.1,12/7/2025,,10,General_Donation,PayPal
3549104,1263028.1,12/7/2025,,96,Membership,PayPal
1133894,12789762.3,11/7/2025,,20,Membership_TopUp,Credit Card
1133894,12790844.3,11/7/2025,11/7/2025,10,Membership,Credit Card
1419404,12790068.3,11/7/2025,,5,Membership_TopUp,Credit Card
1762504,12790067.3,11/7/2025,11/7/2025,10,Membership,Online Banking
2509194,12791050.3,11/7/2025,,100,Membership_TopUp,Online Banking
2509194,12790280.3,11/7/2025,11/7/2025,10,Membership,PayPal
2622904,12790531.3,11/7/2025,11/7/2025,10,Membership,Online Banking
2622904,12789396.3,11/7/2025,,20,Membership_TopUp,PayPal
2659404,12790193.3,11/7/2025,11/7/2025,10,Membership,Cryptocurrency
3405304,12790798.3,11/7/2025,11/7/2025,10,Membership,Online Banking
3483704,12790038.3,11/7/2025,11/7/2025,10,Membership,PayPal
5325304,12791086.3,11/7/2025,11/7/2025,10,Membership,Mobile Payment
5939104,1262972.1,11/7/2025,,96,Membership,Credit Card
5939104,1262978.1,11/7/2025,,96,Membership,Credit Card
8555304,12790941.3,11/7/2025,11/7/2025,10,Membership,Mobile Payment
8839804,12789492.3,11/7/2025,,10,Membership_TopUp,Debit Card
8839804,12790515.3,11/7/2025,11/7/2025,10,Membership,Cryptocurrency
486104,12789182.3,10/7/2025,,20,General_Donation,PayPal
901804,12790718.3,10/7/2025,11/7/2025,10,Membership,PayPal
1607804,12789984.3,10/7/2025,11/7/2025,10,Membership,Mobile Payment
1942094,12790870.3,10/7/2025,11/7/2025,10,Membership,Credit Card
2209704,1262933.1,10/7/2025,,12,General_Donation,Bank Transfer
2816304,12789295.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
2872504,12791576.3,10/7/2025,11/7/2025,10,Membership,Debit Card
3214404,12791246.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
3381704,12790331.3,10/7/2025,,5,Membership_TopUp,Mobile Payment
3381704,12791014.3,10/7/2025,11/7/2025,10,Membership,Mobile Payment
3418404,12789925.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
3538704,12791422.3,10/7/2025,11/7/2025,10,Membership,Credit Card
3588704,12790549.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
3851804,12791399.3,10/7/2025,11/7/2025,10,Membership,PayPal
3989704,12789333.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
4329104,1262916.1,10/7/2025,,12,General_Donation,Mobile Payment
4329104,1262930.1,10/7/2025,,48,Membership,PayPal
4526804,12789349.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
4601094,12790059.3,10/7/2025,11/7/2025,10,Membership,Mobile Payment
4671704,12791634.3,10/7/2025,11/7/2025,10,Membership,Cryptocurrency
4921304,12789531.3,10/7/2025,11/7/2025,10,Membership,Credit Card
5029104,1262902.1,10/7/2025,,12,General_Donation,PayPal
5029104,1262923.1,10/7/2025,,48,Membership,Mobile Payment
5041904,12791034.3,10/7/2025,11/7/2025,10,Membership,Cryptocurrency
5236404,12791280.3,10/7/2025,11/7/2025,10,Membership,Cryptocurrency
5307604,1262898.1,10/7/2025,,10,General_Donation,Cryptocurrency
5391704,12790358.3,10/7/2025,11/7/2025,10,Membership,Credit Card
5731304,12789461.3,10/7/2025,11/7/2025,10,Membership,Mobile Payment
5885694,12789423.3,10/7/2025,11/7/2025,10,Membership,Bank Transfer
5885694,12791389.3,10/7/2025,,10,Membership_TopUp,Bank Transfer
6105804,12790101.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
6105804,12790722.3,10/7/2025,,30,Membership_TopUp,Online Banking
6259194,12791357.3,10/7/2025,11/7/2025,10,Membership,Cryptocurrency
6615804,12789404.3,10/7/2025,11/7/2025,10,Membership,PayPal
6620604,12790018.3,10/7/2025,11/7/2025,10,Membership,Mobile Payment
6809704,12789516.3,10/7/2025,11/7/2025,10,Membership,PayPal
6821304,12789787.3,10/7/2025,11/7/2025,10,Membership,Online Banking
7252804,12790821.3,10/7/2025,11/7/2025,10,Membership,Credit Card
7321704,12789418.3,10/7/2025,11/7/2025,10,Membership,Credit Card
7331904,12791631.3,10/7/2025,11/7/2025,10,Membership,Credit Card
7484704,12790416.3,10/7/2025,11/7/2025,10,Membership,Bank Transfer
7573704,12790090.3,10/7/2025,11/7/2025,10,Membership,PayPal
7809994,12789315.3,10/7/2025,11/7/2025,10,Membership,Credit Card
9141504,12791114.3,10/7/2025,11/7/2025,10,Membership,Bank Transfer
9141504,12791051.3,10/7/2025,,10,Membership_TopUp,Credit Card
9326404,12789728.3,10/7/2025,11/7/2025,10,Membership,Credit Card
9721704,12790265.3,10/7/2025,11/7/2025,10,Membership,Cash Payment
9937304,12790445.3,10/7/2025,11/7/2025,10,Membership,Online Banking
9967804,12791304.3,10/7/2025,11/7/2025,10,Membership,PayPal
9967804,12789283.3,10/7/2025,,20,Membership_TopUp,Cash Payment
3609104,1262890.1,9/7/2025,,96,Membership,Cryptocurrency
8309104,12789145.3,8/7/2025,,5,General_Donation,Online Banking
2070004,1262855.1,7/7/2025,,144,Membership,Bank Transfer
2070004,1262842.1,7/7/2025,,96,Membership,Cryptocurrency
2355104,1262858.1,7/7/2025,,10,General_Donation,PayPal
8109104,1262837.1,7/7/2025,,96,Membership,PayPal
3109104,1262849.1,7/7/2025,,96,Membership,Mobile Payment
2281894,1262792.1,6/7/2025,,24,General_Donation,Debit Card
3797104,1262800.1,6/7/2025,,96,Membership,Cryptocurrency
3797104,1262777.1,6/7/2025,,96,Membership,Bank Transfer
5112404,1262772.1,6/7/2025,,38,Membership,Credit Card
5731304,1262789.1,6/7/2025,,10,General_Donation,Cash Payment
6573194,1262786.1,6/7/2025,,38,Membership,Credit Card
6897104,1262803.1,6/7/2025,,12,General_Donation,Mobile Payment
6897104,1262765.1,6/7/2025,,48,Membership,Online Banking
8429894,1262823.1,6/7/2025,,96,Membership,PayPal
8801704,1262797.1,6/7/2025,,38,Membership,Bank Transfer
9207094,1262818.1,6/7/2025,,10,General_Donation,Credit Card
9363304,1262754.1,6/7/2025,,38,Membership,Debit Card
7008104,1262828.1,6/7/2025,9/8/2025,96,Membership,Online Banking
7797104,1262767.1,6/7/2025,,48,Membership,Cash Payment
3297104,1262732.1,5/7/2025,,12,General_Donation,Cryptocurrency
3297104,1262731.1,5/7/2025,,48,Membership,PayPal
3759004,1262714.1,5/7/2025,,96,Membership,PayPal
3759004,1262730.1,5/7/2025,,104,General_Donation,Online Banking
5027704,1262744.1,5/7/2025,,96,Membership,Online Banking
6297104,1262696.1,5/7/2025,,24,General_Donation,Cash Payment
6297104,1262721.1,5/7/2025,,96,Membership,Cryptocurrency
9760304,12789016.3,5/7/2025,,100,General_Donation,Bank Transfer
9760304,12788986.3,5/7/2025,,300,General_Donation,PayPal
2987104,12789012.3,5/7/2025,,20,General_Donation,Debit Card
9787104,12788935.3,4/7/2025,,50,General_Donation,Cryptocurrency
2273704,1262662.1,3/7/2025,,150,General_Donation,Mobile Payment
