Customer_ID,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
1724794,Android,Adventure,15,31.56,Minnow,7.19,13,Google Pay,29/1/2025
1726404,,Strategy,8,31.8,Minnow,12.72,4,Credit Card,13/7/2025
1727704,iOS,Sports,7,31.92,Minnow,18.29,20,Paypal,20/5/2025
1732304,,MMORPG,14,16.15,Minnow,0.71,27,Apple Pay,9/4/2025
1733094,Android,Sandbox,13,23.69,Minnow,,,,
1733804,iOS,Card,5,33.58,Minnow,16.64,11,Gift Card,24/7/2025
1733894,Android,MOBA,15,9.68,Dolphin,183.61,22,Google Pay,12/4/2025
1738504,Android,Sports,13,6.36,Minnow,11.34,5,Paypal,10/2/2025
1738804,Android,Card,9,20.17,Minnow,8.83,24,Gift Card,3/7/2025
1747404,iOS,Role Playing,10,25.07,Minnow,3.99,0,Debit Card,8/7/2025
1754504,,Simulation,11,26.16,Minnow,8.91,20,Apple Pay,29/7/2025
1755404,Android,MOBA,12,7.87,Dolphin,89.16,9,Paypal,29/1/2025
1757704,Android,,18,14.34,Minnow,16.5,18,Debit Card,11/2/2025
1758094,Android,MMORPG,8,7.87,Minnow,17.4,26,Credit Card,16/3/2025
1762504,iOS,Role Playing,6,9.24,Minnow,5.68,28,Apple Pay,14/3/2025
1762604,iOS,Strategy,9,13.09,Dolphin,89.86,5,Paypal,22/2/2025
1767194,iOS,Simulation,12,32.87,Minnow,1.22,25,Google Pay,2/3/2025
1768504,Android,Casual,5,21.01,Dolphin,356.98,18,Google Pay,2/8/2025
1770004,iOS,Racing,6,27.52,Minnow,5.67,29,Credit Card,5/3/2025
1783804,Android,Card,12,30.18,Dolphin,139.34,26,Credit Card,15/1/2025
1786404,iOS,Role Playing,10,26.86,Minnow,19.55,25,Apple Pay,7/2/2025
1790604,Android,Simulation,11,5.57,Minnow,,,,
1795694,iOS,Battle Royale,7,11.47,Minnow,,,,
1801604,iOS,Action RPG,13,11.82,Minnow,5.46,0,Google Pay,30/4/2025
1801904,Android,Action RPG,11,21.23,Dolphin,358.32,0,Gift Card,9/8/2025
1807904,iOS,Card,8,7.68,Minnow,12.58,4,Debit Card,17/4/2025
1809994,Android,Sports,11,13.46,Minnow,11.66,6,Carrier Billing,16/5/2025
1810504,Android,,10,5.93,Minnow,1.3,11,Gift Card,23/2/2025
1811604,Android,Strategy,11,11.61,Dolphin,375.6,12,Paypal,3/3/2025
1811704,iOS,MMORPG,6,31.02,Minnow,15.88,11,Carrier Billing,27/3/2025
1814604,Android,MOBA,15,13.04,Dolphin,,,,
1817704,Android,Sandbox,15,22.67,Minnow,12.18,24,Carrier Billing,27/3/2025
1824094,iOS,Puzzle,14,14.21,Minnow,4.94,13,Gift Card,4/6/2025
1824804,Android,Sandbox,14,25.74,Minnow,7.3,16,Carrier Billing,3/7/2025
1824904,iOS,Card,5,16.77,Minnow,7.77,5,Gift Card,6/4/2025
1832104,iOS,Strategy,16,5.43,Minnow,14.37,0,Debit Card,4/5/2025
1833094,iOS,MMORPG,11,26.07,Minnow,19.74,30,Carrier Billing,11/7/2025
1836404,Android,Racing,13,14.58,Minnow,1.58,11,Carrier Billing,3/1/2025
1837704,Android,Simulation,15,31.36,Minnow,13.6,12,Paypal,7/7/2025
1844004,Android,MMORPG,7,16.71,Minnow,9.14,1,Google Pay,21/7/2025
1846004,iOS,Battle Royale,10,12.09,Minnow,12.28,11,Gift Card,15/4/2025
1847994,Android,Role Playing,9,20.65,Minnow,,,,
1848404,Android,Sandbox,4,8.97,Minnow,15.58,21,Paypal,6/6/2025
1849404,Android,Strategy,8,17.72,Minnow,8.09,8,Gift Card,6/1/2025
1852904,iOS,Role Playing,11,12.68,Minnow,8.43,27,Gift Card,25/2/2025
1854004,iOS,,16,7.75,Dolphin,133.68,16,Gift Card,28/2/2025
1856804,Android,Fighting,8,8.65,Minnow,6.04,3,Apple Pay,6/1/2025
1861204,iOS,Fighting,10,10.02,Minnow,5.72,20,Apple Pay,30/7/2025
1862004,iOS,MMORPG,7,27.69,Minnow,3.77,2,Gift Card,26/7/2025
1863804,Android,Sandbox,11,18.36,Minnow,19.04,25,Gift Card,5/2/2025
1865104,,Racing,5,25.84,Minnow,4.39,18,Gift Card,11/5/2025
1866094,Android,Racing,9,29.29,Minnow,9.07,18,Credit Card,6/2/2025
1870994,Android,MMORPG,8,17.26,Minnow,14.32,12,Carrier Billing,3/3/2025
1872604,Android,Adventure,13,19.59,Minnow,1.57,6,Google Pay,10/5/2025
1873194,iOS,Adventure,9,17.67,Minnow,5.88,19,Credit Card,12/8/2025
1875504,Android,Adventure,12,8.55,Minnow,16.65,9,Credit Card,25/1/2025
1876194,iOS,Fighting,12,12.43,Minnow,16.84,4,Paypal,10/7/2025
1877004,Android,Battle Royale,11,6.61,Minnow,7.1,6,Debit Card,23/7/2025
1880404,Android,Simulation,13,14.3,Dolphin,52.99,15,Carrier Billing,13/7/2025
1881704,Android,Simulation,5,13.33,Dolphin,435.73,15,Paypal,16/3/2025
1883004,iOS,Battle Royale,10,9.7,Minnow,10.31,16,Gift Card,7/1/2025
1884404,Android,Strategy,9,7.32,Minnow,9.86,6,Debit Card,17/6/2025
1884504,Android,Fighting,11,24.3,Minnow,5.46,25,Paypal,31/1/2025
1889894,Android,Adventure,18,27.31,Minnow,18.36,1,Google Pay,20/2/2025
1893104,Android,MMORPG,10,30.32,Minnow,0.42,16,Gift Card,4/3/2025
1894804,Android,MOBA,6,29.58,Minnow,14.94,20,Apple Pay,15/7/2025
1895404,iOS,Puzzle,12,28.16,Minnow,2.3,29,Apple Pay,26/6/2025
1898504,Android,Strategy,9,27.15,Dolphin,126.91,23,Paypal,13/8/2025
1898694,iOS,Action RPG,14,34.25,Dolphin,102.11,29,Apple Pay,4/5/2025
1902504,iOS,Battle Royale,8,34.37,Minnow,13.6,13,Gift Card,21/6/2025
1907894,Android,Casual,10,21.61,Dolphin,85.11,16,Apple Pay,2/8/2025
1910504,Android,Role Playing,9,27.22,Dolphin,64.22,15,Carrier Billing,16/7/2025
1911304,Android,Casual,7,33.72,Minnow,17.24,23,Apple Pay,13/1/2025
1915204,Android,,7,10.57,Minnow,13.21,24,Credit Card,4/5/2025
1916194,iOS,MMORPG,15,34.09,Whale,4297.48,14,Apple Pay,1/7/2025
1918404,Android,Sandbox,13,22.08,Minnow,1.73,2,Debit Card,23/1/2025
1921404,Android,Simulation,5,11.68,Minnow,18.02,22,Apple Pay,2/1/2025
1923804,Android,Casual,10,17.78,Minnow,6.27,16,Apple Pay,6/8/2025
1923894,iOS,Simulation,10,6.56,Dolphin,71.97,27,Gift Card,16/1/2025
1925194,Android,Sports,8,33.26,Minnow,17.78,27,Apple Pay,8/3/2025
1929404,Android,Sports,8,7.14,Minnow,,,,
1929804,Android,Puzzle,10,7.46,Minnow,2.75,28,Google Pay,14/5/2025
1929894,iOS,Fighting,11,29.98,Minnow,14.52,26,Debit Card,25/7/2025
1937704,Android,Sandbox,6,10,Minnow,,,,
1939094,Android,Action RPG,10,20.38,Dolphin,391,26,Google Pay,7/8/2025
1942094,Android,Adventure,8,33.44,Minnow,10.07,9,Gift Card,31/5/2025
1947794,Android,Battle Royale,12,7.9,Minnow,5.12,18,Google Pay,28/2/2025
1948804,iOS,Simulation,6,11.12,Minnow,0.83,16,Apple Pay,9/7/2025
1950704,iOS,Card,10,9.43,Minnow,18.58,2,Apple Pay,13/3/2025
1954504,Android,Simulation,15,20.28,Minnow,8,1,Credit Card,12/3/2025
1956194,Android,Racing,9,31.47,Minnow,8.63,11,Google Pay,21/7/2025
1965894,Android,Simulation,7,23.93,Minnow,8.57,25,Gift Card,26/1/2025
1976194,Android,Role Playing,6,9.72,Minnow,0.16,23,Google Pay,1/3/2025
1981904,iOS,Puzzle,7,10.99,Minnow,0.31,2,Carrier Billing,14/4/2025
1982994,Android,Card,8,16.01,Minnow,13.63,20,Gift Card,7/6/2025
1983504,iOS,Sandbox,19,9.65,Minnow,11.46,23,Credit Card,15/2/2025
1985404,iOS,Puzzle,4,9.35,Minnow,19.68,4,Apple Pay,9/2/2025
1990604,iOS,Strategy,14,21.96,Minnow,17.31,9,Debit Card,17/3/2025
1991804,iOS,Fighting,12,22.38,Minnow,5.66,0,Gift Card,10/6/2025
1992894,Android,Action RPG,9,12.59,Minnow,14.98,23,Debit Card,16/2/2025
1993504,Android,MMORPG,13,13.42,Minnow,3.58,16,Apple Pay,9/8/2025
1994804,iOS,Role Playing,10,13.69,Minnow,3.78,1,Debit Card,28/4/2025
1994894,Android,Simulation,13,25.31,Minnow,16.01,26,Gift Card,8/5/2025
1998994,Android,Action RPG,11,5.35,Minnow,1.37,14,Credit Card,13/7/2025
2003404,Android,Role Playing,10,8.55,Minnow,15.85,8,Apple Pay,13/2/2025
2007704,iOS,,16,23.7,Minnow,16,19,Google Pay,3/6/2025
2007804,Android,Role Playing,6,33.8,Minnow,15.45,30,Google Pay,13/2/2025
2010504,Android,Fighting,13,24.66,Minnow,16.61,25,Carrier Billing,26/1/2025
2011704,Android,Role Playing,10,29.22,Dolphin,75.48,25,Gift Card,5/6/2025
2012404,Android,MMORPG,6,34.12,Minnow,14.05,9,Gift Card,16/4/2025
2012894,iOS,Strategy,9,23.17,Minnow,6.47,27,Credit Card,9/3/2025
2013404,Android,Adventure,12,27,Dolphin,232.88,14,Credit Card,6/8/2025
2015804,Android,MMORPG,8,8.88,Minnow,5.92,16,Debit Card,31/7/2025
2017804,Android,Action RPG,9,29.63,Minnow,19.35,13,Credit Card,4/7/2025
2020504,Android,MOBA,10,32.83,Minnow,0.71,27,Paypal,24/4/2025
2020804,Android,Puzzle,5,14.13,Minnow,5.25,22,Apple Pay,23/6/2025
2021704,Android,Action RPG,9,30.4,Minnow,1.16,26,Apple Pay,6/6/2025
2027304,Android,Casual,9,7.45,Dolphin,262.11,3,Carrier Billing,13/1/2025
2041904,Android,Battle Royale,11,33.4,Minnow,,,,
2042704,iOS,MMORPG,8,9.11,Dolphin,358.22,1,Gift Card,13/5/2025
2045794,iOS,Role Playing,6,13.72,Minnow,2.54,24,Carrier Billing,19/6/2025
2047004,,Racing,13,28.48,Minnow,18.51,12,Apple Pay,9/2/2025
2047304,iOS,Sandbox,15,8.9,Minnow,6.24,13,Google Pay,9/4/2025
2047404,Android,Strategy,5,13.08,Minnow,9.39,0,Apple Pay,6/8/2025
2052604,iOS,MOBA,5,27.26,Dolphin,372.97,10,Carrier Billing,17/5/2025
2052894,Android,MMORPG,12,7.65,Minnow,1.83,18,Debit Card,8/1/2025
2055194,Android,Sports,7,6.93,Minnow,1.75,23,Paypal,17/4/2025
2057004,iOS,Strategy,12,14.99,Minnow,1.67,22,Paypal,12/2/2025
2058804,iOS,MOBA,6,9.6,Minnow,18.89,24,Carrier Billing,6/3/2025
2059194,iOS,Action RPG,12,24.95,Minnow,5.2,3,Carrier Billing,10/5/2025
2059794,iOS,Sandbox,8,12.91,Minnow,1.85,24,Credit Card,9/6/2025
2063504,Android,,6,34.66,Minnow,13.72,0,Apple Pay,30/6/2025
2066504,Android,MMORPG,8,23.41,Minnow,17.49,30,Credit Card,27/3/2025
2067194,Android,Simulation,7,5.78,Minnow,2.1,15,Carrier Billing,3/6/2025
2070004,Android,Racing,11,16.96,Minnow,3.26,23,Paypal,28/1/2025
2071904,Android,Simulation,10,32.16,Minnow,18.37,14,Debit Card,12/8/2025
2072504,Android,Sandbox,12,31.87,Minnow,13.92,25,Paypal,1/2/2025
2074804,Android,Sports,10,31.98,Minnow,2,12,Debit Card,25/7/2025
2081804,iOS,Puzzle,14,6.73,Dolphin,64.59,9,Google Pay,24/1/2025
2082504,Android,Puzzle,8,19.2,Minnow,15.88,17,Carrier Billing,29/4/2025
2082804,iOS,Puzzle,10,9.56,Minnow,13.56,16,Credit Card,6/2/2025
2083904,Android,Racing,7,21.22,Minnow,9.25,24,Carrier Billing,6/2/2025
2085404,Android,Casual,9,13.62,Dolphin,77.44,14,Gift Card,13/8/2025
2086104,Android,Strategy,10,29.05,Minnow,4.42,9,Carrier Billing,10/8/2025
2088894,iOS,Fighting,9,30.86,Dolphin,87.46,18,Paypal,25/2/2025
2090004,Android,Strategy,7,25.53,Minnow,12.3,16,Gift Card,30/7/2025
2093504,iOS,Battle Royale,5,13.89,Minnow,16.24,10,Google Pay,17/4/2025
2094894,iOS,,12,10.7,Minnow,6.03,17,Credit Card,15/1/2025
2095404,Android,Sandbox,11,6.33,Minnow,6.24,23,Gift Card,10/4/2025
2100094,Android,Sports,8,25.62,Minnow,12.58,20,Gift Card,3/7/2025
2103994,Android,Casual,7,32.22,Minnow,15.68,20,Apple Pay,1/3/2025
2115804,iOS,Casual,12,17.76,Minnow,5.91,16,Google Pay,19/5/2025
2118194,Android,Role Playing,12,20.93,Minnow,5.61,7,Paypal,2/1/2025
2119194,Android,Action RPG,7,23.41,Minnow,0.19,18,Google Pay,20/3/2025
2120804,iOS,Puzzle,15,33.9,Minnow,10.21,6,Credit Card,15/3/2025
2122704,iOS,MOBA,15,23.03,Minnow,2.32,7,Apple Pay,10/5/2025
2126404,iOS,Sandbox,5,33.49,Dolphin,114.11,15,Carrier Billing,16/3/2025
2127904,Android,Sports,9,7.39,Minnow,9.61,15,Google Pay,18/3/2025
2129604,Android,Action RPG,9,29.88,Minnow,18.77,6,Credit Card,5/3/2025
2137694,iOS,Simulation,12,33.48,Minnow,2.15,5,Debit Card,19/2/2025
2145894,Android,Sports,6,32.74,Minnow,15.25,14,Credit Card,31/1/2025
2146404,iOS,Fighting,14,18.77,Minnow,0.17,19,Paypal,27/2/2025
2146504,Android,Fighting,7,6.56,Minnow,5.29,19,Gift Card,16/4/2025
2150604,Android,Card,6,32.71,Minnow,9.19,18,Carrier Billing,21/5/2025
2151894,Android,Racing,15,26.7,Dolphin,269.15,10,Carrier Billing,1/3/2025
2153804,Android,Racing,11,19.2,Dolphin,378.9,23,Debit Card,13/6/2025
2156904,Android,Casual,2,31.24,Minnow,15.88,10,Gift Card,11/6/2025
2158304,Android,Sports,8,27.04,Minnow,17.84,13,Apple Pay,4/3/2025
2159194,iOS,Battle Royale,10,26.15,Minnow,7.28,21,Gift Card,3/4/2025
2164504,Android,Racing,13,5.52,Whale,,,,
2165194,Android,Racing,4,31.92,Minnow,17.65,21,Apple Pay,8/2/2025
2171204,Android,Simulation,13,18.94,Minnow,19.34,17,Google Pay,23/2/2025
2171504,Android,Casual,9,26.23,Minnow,0.34,10,Credit Card,6/1/2025
2173194,Android,Puzzle,7,6.79,Minnow,14.38,26,Gift Card,25/7/2025
2174904,iOS,Simulation,7,19.23,Minnow,11.43,22,Paypal,16/3/2025
2180504,Android,Simulation,10,27.57,Minnow,6.09,20,Apple Pay,14/3/2025
2184304,Android,Card,9,30.36,Minnow,13.68,13,Carrier Billing,22/5/2025
2186194,Android,MMORPG,14,10.81,Minnow,0.92,17,Carrier Billing,24/6/2025
2188704,iOS,Puzzle,12,15.69,Minnow,13.46,25,Debit Card,4/6/2025
2193994,Android,Strategy,8,21.45,Minnow,11.19,24,Debit Card,4/8/2025
2194204,Android,Role Playing,7,23.56,Minnow,7.27,17,Gift Card,28/5/2025
2195694,iOS,Card,14,20.65,Minnow,4.26,8,Debit Card,14/5/2025
2195704,iOS,Fighting,5,22.1,Minnow,4.36,30,Apple Pay,26/4/2025
2198094,iOS,MOBA,7,32.8,Minnow,17.5,21,Apple Pay,11/8/2025
2198304,iOS,Fighting,4,34.23,Minnow,,,,
2207404,iOS,Racing,12,22.58,Dolphin,263,23,Debit Card,16/1/2025
2207804,Android,Sports,8,25.04,Minnow,8.72,24,Debit Card,14/1/2025
2209704,iOS,Sports,8,19.47,Minnow,17.06,19,Credit Card,23/3/2025
2215804,Android,MOBA,8,20.77,Minnow,9.67,10,Google Pay,4/7/2025
2221094,Android,Strategy,10,13.98,Minnow,17.08,16,Credit Card,16/2/2025
2221504,Android,Action RPG,9,6.88,Dolphin,116.62,6,Paypal,18/7/2025
2223894,Android,Racing,13,28.14,Minnow,0.69,25,Paypal,20/7/2025
2227704,Android,Card,10,18.77,Minnow,9.56,15,Paypal,10/8/2025
2227894,Android,Racing,10,14.05,Minnow,17.63,26,Carrier Billing,20/4/2025
2232094,iOS,Casual,12,11.08,Minnow,9.9,2,Google Pay,18/5/2025
2233504,Android,Sports,10,23.95,Minnow,8.63,3,Debit Card,24/3/2025
2235004,Android,Sandbox,10,7.94,Minnow,9.56,10,Debit Card,26/1/2025
2236904,Android,Card,13,29.96,Minnow,3.97,14,Credit Card,23/4/2025
2243504,Android,MMORPG,13,9.7,Minnow,10.07,3,Google Pay,13/1/2025
2249194,iOS,Strategy,11,19.81,Minnow,4.34,21,Credit Card,1/1/2025
2251804,Android,MOBA,10,7.13,Minnow,7.86,27,Google Pay,1/7/2025
2252404,Android,Casual,13,8.88,Minnow,,,,
2253004,Android,Role Playing,12,31.97,Minnow,4.05,22,Apple Pay,17/1/2025
2254904,Android,Card,22,28.93,Dolphin,243.65,12,Debit Card,21/7/2025
2256804,iOS,Puzzle,7,34.29,Minnow,1.17,11,Gift Card,6/8/2025
2261804,iOS,Strategy,12,31.2,Minnow,2.51,11,Google Pay,22/6/2025
2262504,Android,Sports,7,13.6,Minnow,7.3,17,Apple Pay,5/1/2025
2264804,Android,Card,10,30.14,Minnow,10.4,18,Apple Pay,15/2/2025
2266194,Android,Casual,12,21.5,Minnow,17.31,5,Google Pay,5/8/2025
2267204,iOS,Strategy,7,5.2,Minnow,0.9,2,Carrier Billing,5/3/2025
2267704,Android,Sports,15,11.21,Dolphin,435.01,28,Paypal,21/5/2025
2268504,iOS,Sports,11,19.45,Minnow,5.88,21,Apple Pay,12/4/2025
2268704,Android,Action RPG,7,7.37,Minnow,0.6,23,Apple Pay,30/4/2025
2273704,Android,Role Playing,3,19.69,Minnow,1.96,28,Gift Card,21/1/2025
2276194,Android,Fighting,8,9.73,Minnow,8.66,14,Google Pay,4/1/2025
2280904,Android,Card,10,11.55,Minnow,1.05,3,Carrier Billing,27/5/2025
2281894,iOS,MOBA,8,29.99,Minnow,10.09,23,Credit Card,20/4/2025
2285704,Android,Casual,9,5.31,Minnow,16.22,21,Paypal,6/7/2025
2288304,iOS,Action RPG,13,17.08,Minnow,,,,
2297194,iOS,Sandbox,12,32.02,Minnow,2.83,15,Apple Pay,6/1/2025
2300604,iOS,Simulation,10,26.44,Minnow,14.04,30,Credit Card,26/5/2025
2303994,iOS,Adventure,10,32.68,Dolphin,318.73,19,Carrier Billing,13/5/2025
2305804,Android,Fighting,12,14.5,Minnow,16.83,9,Gift Card,17/7/2025
2309404,Android,Fighting,10,27.43,Minnow,7.8,6,Gift Card,22/1/2025
2311604,Android,Casual,11,25.06,Minnow,5.47,6,Gift Card,6/1/2025
2312404,Android,Casual,13,18.72,Minnow,6.88,24,Gift Card,20/3/2025
2312704,iOS,Sandbox,5,25.87,Minnow,4.68,28,Debit Card,25/4/2025
2315204,iOS,Sandbox,11,33.17,Minnow,,,,
2316304,Android,Action RPG,7,24.36,Minnow,9.21,14,Gift Card,20/2/2025
2319004,iOS,Battle Royale,8,21.39,Minnow,13.99,15,Google Pay,11/8/2025
2322704,iOS,Racing,14,28.97,Minnow,10.44,6,Paypal,21/7/2025
2323194,iOS,MMORPG,13,19.73,Minnow,,,,
2324704,Android,Card,14,16,Minnow,15.55,15,Gift Card,24/1/2025
2327894,iOS,Fighting,18,30.01,Minnow,2.91,19,Apple Pay,19/1/2025
2331104,Android,Simulation,12,23.53,Dolphin,377.43,9,Credit Card,19/6/2025
2333504,Android,Card,10,16.3,Minnow,4.21,30,Apple Pay,27/2/2025
2340804,iOS,Adventure,7,16.92,Minnow,12.89,0,Carrier Billing,19/3/2025
2342104,Android,Strategy,12,8.23,Dolphin,168.17,15,Debit Card,27/1/2025
2346504,iOS,MOBA,7,16.86,Minnow,19.33,21,Gift Card,9/5/2025
2347094,iOS,Casual,11,29.61,Minnow,0.26,22,Paypal,25/7/2025
2350304,iOS,,8,28.96,Minnow,7.04,8,Carrier Billing,22/6/2025
2355104,Android,Adventure,10,25.55,Minnow,4.98,12,Apple Pay,24/1/2025
2355794,iOS,Strategy,15,10.94,Minnow,0.45,16,Apple Pay,7/3/2025
2357704,iOS,Battle Royale,13,20.36,Minnow,4.19,27,Apple Pay,9/7/2025
2358894,iOS,Puzzle,9,22,Minnow,16.2,11,Google Pay,13/2/2025
2361204,Android,Action RPG,13,19.2,Minnow,5.09,10,Carrier Billing,4/7/2025
2366094,iOS,Casual,10,10.75,Minnow,3.88,12,Carrier Billing,11/8/2025
2373704,Android,Sandbox,15,15.83,Minnow,19.77,28,Paypal,26/1/2025
2381704,iOS,Strategy,11,31.41,Minnow,0.08,26,Debit Card,30/3/2025
2385504,iOS,Sports,11,27.27,Minnow,9.73,4,Paypal,7/4/2025
2393404,iOS,Fighting,7,32.68,Minnow,6.46,29,Carrier Billing,23/6/2025
2394404,Android,,10,18.56,Minnow,16.8,0,Carrier Billing,31/3/2025
2397004,Android,Adventure,11,32.44,Minnow,1.6,8,Debit Card,4/8/2025
2397704,Android,MMORPG,12,27.31,Dolphin,214.42,26,Gift Card,9/4/2025
2398404,Android,Sports,6,33.46,Minnow,9.51,12,Debit Card,6/5/2025
2398704,Android,MOBA,16,33.46,Minnow,15.05,22,Apple Pay,30/3/2025
2401404,Android,Casual,11,10.26,Minnow,3.23,30,Google Pay,2/3/2025
2403704,Android,Strategy,7,12.9,Minnow,,,,
2404504,Android,Action RPG,7,34.2,Minnow,9.56,7,Gift Card,1/8/2025
2409504,Android,Fighting,11,29.99,Minnow,7.88,29,Credit Card,7/6/2025
2409704,iOS,Adventure,9,22.3,Minnow,7.06,23,Debit Card,19/6/2025
2409994,iOS,Card,11,24.36,Minnow,0.81,30,Carrier Billing,2/3/2025
2411804,,MOBA,10,34.19,Minnow,19.81,17,Debit Card,31/3/2025
2416804,iOS,Racing,6,25.83,Minnow,13.11,17,Google Pay,15/6/2025
2417204,iOS,Racing,7,29.41,Minnow,16.48,24,Gift Card,11/7/2025
2429504,iOS,Racing,14,6.27,Minnow,17.24,2,Apple Pay,2/7/2025
2432404,Android,Sports,11,32.01,Minnow,11.75,25,Paypal,14/7/2025
2433094,Android,Puzzle,10,33.84,Minnow,1.95,3,Credit Card,16/4/2025
2433804,iOS,Action RPG,6,33.22,Minnow,2.92,29,Paypal,23/5/2025
2435404,Android,Sandbox,13,23.74,Minnow,14.4,0,Gift Card,2/6/2025
2441804,iOS,Racing,12,18.43,Whale,2289.93,9,Google Pay,10/1/2025
2442094,Android,Racing,9,7.9,Minnow,11.69,4,Google Pay,9/6/2025
2445894,Android,Racing,6,13.77,Dolphin,78.27,30,Paypal,8/7/2025
2446904,Android,Strategy,7,18.97,Minnow,11.74,13,Paypal,5/4/2025
2449404,Android,Action RPG,12,14.9,Minnow,19.04,17,Debit Card,22/5/2025
2449894,Android,Adventure,12,16.14,Dolphin,,,,
2455304,Android,Adventure,8,17.77,Minnow,9.86,27,Google Pay,12/2/2025
2455404,Android,Casual,4,34.29,Minnow,3.64,16,Google Pay,22/4/2025
2455894,Android,Battle Royale,12,13.09,Minnow,16.46,4,Gift Card,28/6/2025
2456204,iOS,Simulation,6,24.24,Minnow,11.62,7,Debit Card,9/1/2025
2457904,iOS,Strategy,8,28.96,Dolphin,348.95,17,Credit Card,19/7/2025
2458804,Android,Puzzle,7,24.7,Dolphin,268.4,3,Gift Card,7/1/2025
2460104,Android,Puzzle,15,30.99,Dolphin,31.04,29,Apple Pay,8/4/2025
2463304,Android,Puzzle,8,33.58,Minnow,4.27,15,Credit Card,4/7/2025
2466094,Android,Battle Royale,13,33.43,Minnow,3.42,13,Debit Card,30/3/2025
2468194,iOS,Fighting,16,26.79,Dolphin,191.74,22,Carrier Billing,1/7/2025
2472804,iOS,Casual,8,20.36,Minnow,15.85,12,Google Pay,9/8/2025
2474504,iOS,Simulation,9,25.41,Minnow,,,,
2476194,Android,Racing,7,17.03,Minnow,12.19,6,Credit Card,17/7/2025
2477194,Android,Adventure,9,34.95,Dolphin,59.62,10,Gift Card,6/5/2025
2477404,Android,Sandbox,11,31.72,Minnow,11.07,11,Paypal,3/7/2025
2478504,Android,Card,11,29.64,Minnow,10.49,24,Gift Card,20/7/2025
2482804,iOS,Role Playing,14,26.64,Minnow,0.14,1,Credit Card,5/7/2025
2483704,iOS,Sports,8,31.17,Minnow,1.84,9,Google Pay,28/7/2025
2492404,Android,Simulation,6,17.62,Minnow,5.39,0,Carrier Billing,5/8/2025
2496404,Android,Casual,4,34.37,Minnow,14.8,8,Credit Card,20/1/2025
2501704,iOS,MOBA,14,8.36,Minnow,13.2,9,Credit Card,17/2/2025
2502704,iOS,Battle Royale,12,22.52,Minnow,7.22,18,Debit Card,30/1/2025
2505404,iOS,MOBA,11,31.9,Minnow,13.7,13,Gift Card,12/5/2025
2505894,Android,Sports,13,5.64,Minnow,10.53,19,Credit Card,16/2/2025
2509194,iOS,Casual,16,7.89,Dolphin,472.8,28,Gift Card,5/2/2025
