customer_id,gender,age,income_level,trad_revenue,trad_txn_count,mobile_revenue,mobile_txn_count,total_revenue
8483994,Unknown,20,Medium,0.0,0,219.51,1,219.51
6919404,Unknown,54,Medium,720.0,1,1.51,1,721.51
8922104,Unknown,31,Medium,0.0,0,3.08,1,3.08
4347304,Unknown,34,Medium,0.0,0,12.8,1,12.8
9159004,Unknown,31,Medium,0.0,0,1.46,1,1.46
3824404,Unknown,20,Medium,10.0,1,429.7,1,439.7
106694,Unknown,28,Medium,0.0,0,0,0,0.0
5534404,Female,72,Medium,130.0,2,16.19,1,146.19
5900304,Male,66,Medium,2200.0,4,10.68,1,2210.68
6644804,Unknown,39,Medium,0.0,0,19.97,1,19.97
6709404,Unknown,38,Medium,384.0,2,8.79,1,392.79
6554804,Unknown,24,Medium,0.0,0,4.51,1,4.51
8149194,Unknown,65,Medium,0.0,0,6.36,1,6.36
587704,Unknown,31,Medium,96.0,2,0,0,96.0
9442094,Unknown,33,Medium,0.0,0,0,1,0.0
6596604,Unknown,37,Medium,576.0,1,6.22,1,582.22
2312404,Unknown,77,Medium,408.0,2,6.88,1,414.88
824604,Unknown,28,Medium,0.0,0,0,0,0.0
2095404,Unknown,35,Medium,356.0,2,6.24,1,362.24
2127904,Unknown,27,Medium,432.0,2,9.61,1,441.61
4417804,Unknown,33,Medium,48.0,1,0.6,1,48.6
5421794,Unknown,26,Medium,0.0,0,0.92,1,0.92
733894,Unknown,34,Medium,0.0,0,0,0,0.0
3396404,Unknown,50,Medium,414.0,4,19.47,1,433.47
4656104,Unknown,45,Medium,0.0,0,0,1,0.0
4656404,Unknown,70,Medium,788.0,3,6.11,1,794.11
7647094,Unknown,77,Medium,0.0,0,13.15,1,13.15
3609904,Unknown,33,Medium,240.0,1,197.44,1,437.44
4164504,Unknown,22,Medium,624.0,1,153.06,1,777.06
8309004,Unknown,55,Medium,576.0,3,17.06,1,593.06
8038404,Unknown,56,Medium,300.0,2,10.14,1,310.14
687404,Unknown,62,Medium,730.0,2,0,0,730.0
8669104,Unknown,27,Medium,96.0,2,490.63,1,586.63
2067194,Unknown,29,Medium,60.0,1,2.1,1,62.1
4820304,Female,31,Medium,980.0,3,2.38,1,982.38
1119004,Unknown,39,Medium,0.0,0,0,0,0.0
870004,Unknown,27,Medium,172.0,2,0,0,172.0
1149094,Unknown,23,Medium,0.0,0,0,0,0.0
8705804,Unknown,22,Medium,80.0,1,15.14,1,95.14
9654304,Unknown,27,Medium,0.0,0,5.46,1,5.46
8144894,Unknown,28,Medium,0.0,0,11.4,1,11.4
8126304,Unknown,21,Medium,964.0,2,0.13,1,964.13
3456404,Unknown,39,Medium,586.0,2,19.34,1,605.34
9017904,Unknown,59,Medium,343.0,3,0.57,1,343.57
6162904,Unknown,42,Medium,391.0,3,0,1,391.0
2397004,Unknown,28,Medium,240.0,2,1.6,1,241.6
3644004,Unknown,45,Medium,240.0,1,2.76,1,242.76
737004,Unknown,38,Medium,96.0,1,0,0,96.0
2831604,Unknown,28,Medium,0.0,0,0,1,0.0
2233504,Unknown,19,Medium,10.0,1,8.63,1,18.630000000000003
6636404,Unknown,65,Medium,144.0,1,171,1,315.0
5143994,Unknown,38,Medium,0.0,0,4.91,1,4.91
1948804,Unknown,19,Medium,336.0,1,0.83,1,336.83
9936404,Unknown,22,Medium,540.0,3,7.56,1,547.56
8947004,Unknown,59,Medium,0.0,0,1.61,1,1.61
2411804,Unknown,36,Medium,0.0,0,19.81,1,19.81
562804,Female,81,Medium,596.0,3,0,0,596.0
612404,Unknown,47,Medium,846.0,4,0,0,846.0
9159894,Male,28,Medium,140.0,1,17.04,1,157.04
2912094,Unknown,27,Medium,0.0,0,15.73,1,15.73
3174304,Unknown,68,Medium,942.0,4,11.62,1,953.62
3047004,Unknown,48,Medium,192.0,1,2129.13,1,2321.13
7119994,Unknown,66,Medium,10.0,1,29.26,1,39.260000000000005
3391194,Unknown,27,Medium,0.0,0,4893.16,1,4893.16
7694404,Unknown,37,Medium,439.0,3,2.79,1,441.79
4724604,Unknown,35,Medium,240.0,1,0,1,240.0
6183404,Unknown,24,Medium,780.0,2,244.87,1,1024.87
8319004,Unknown,27,Medium,384.0,2,19.42,1,403.42
1875504,Male,23,Medium,641.0,5,16.65,1,657.65
151804,Unknown,42,Medium,432.0,1,0,0,432.0
2103994,Unknown,76,Medium,50.0,4,15.68,1,65.68
9030504,Unknown,79,Medium,775.0,3,18.73,1,793.73
1677194,Female,20,Medium,70.0,6,18.69,1,88.69
7955794,Female,26,Medium,0.0,0,12.99,1,12.99
3900894,Unknown,40,Medium,10.0,1,18.15,1,28.15
152994,Unknown,25,Medium,0.0,0,0,0,0.0
9290094,Unknown,22,Medium,135.0,6,2.9,1,137.9
288694,Unknown,29,Medium,0.0,0,0,0,0.0
4093404,Unknown,31,Medium,816.0,1,1502.11,1,2318.1099999999997
3056104,Female,22,Medium,0.0,0,0,1,0.0
6904204,Unknown,36,Medium,96.0,2,16.05,1,112.05
9777194,Unknown,29,Medium,0.0,0,14.94,1,14.94
4547004,Unknown,61,Medium,48.0,1,3.46,1,51.46
1334804,Unknown,31,Medium,490.0,3,0,0,490.0
8071504,Unknown,31,Medium,406.0,2,11.31,1,417.31
5786104,Unknown,34,Medium,120.0,2,14.18,1,134.18
5018004,Unknown,25,Medium,48.0,1,1.95,1,49.95
760004,Unknown,25,Medium,96.0,2,0,0,96.0
5962604,Unknown,34,Medium,576.0,1,15.53,1,591.53
2501704,Unknown,19,Medium,660.0,2,13.2,1,673.2
2171504,Female,73,Medium,270.0,4,0.34,1,270.34
6037894,Unknown,34,Medium,120.0,2,7.44,1,127.44
870604,Unknown,28,Medium,324.0,2,0,0,324.0
8471804,Unknown,30,Medium,48.0,1,10.3,1,58.3
4107804,Unknown,45,Medium,48.0,1,0.58,1,48.58
3116804,Unknown,48,Medium,288.0,1,13.68,1,301.68
3322404,Unknown,47,Medium,1536.0,2,14.92,1,1550.92
8309104,Unknown,20,Medium,5.0,1,2620.84,1,2625.84
3604504,Unknown,41,Medium,624.0,1,204.18,1,828.18000000000006
7996194,Unknown,62,Medium,0.0,0,18.44,1,18.44
7220304,Unknown,24,Medium,912.0,1,1869.1,1,2781.1
8432094,Unknown,78,Medium,0.0,0,2004,1,2004.0
2381704,Unknown,27,Medium,48.0,1,0.08,1,48.08
5363304,Unknown,30,Medium,288.0,2,1.64,1,289.64
6860804,Unknown,19,Medium,252.0,2,14.15,1,266.15
3549894,Unknown,77,Medium,0.0,0,7.59,1,7.59
8807804,Unknown,31,Medium,48.0,1,5.63,1,53.63
6262894,Unknown,24,Medium,0.0,0,6.63,1,6.63
6084504,Unknown,75,Medium,679.0,3,3.47,1,682.47
8146004,Unknown,27,Medium,120.0,2,1.44,1,121.44
5129504,Unknown,31,Medium,432.0,1,17.73,1,449.73
3773904,Unknown,37,Medium,180.0,2,10.68,1,190.68
8816804,Unknown,25,Medium,25.0,1,10.71,1,35.71
3810504,Unknown,45,Medium,610.0,2,12.66,1,622.66
292404,Unknown,46,Medium,96.0,2,0,0,96.0
8871404,Unknown,38,Medium,198.0,2,413.16,1,611.16000000000008
5293204,Unknown,39,Medium,48.0,1,2.27,1,50.27
5722304,Unknown,52,Medium,912.0,1,11.38,1,923.38
6021604,Male,37,Medium,586.0,2,5.11,1,591.11
3863194,Unknown,66,Medium,0.0,0,6.04,1,6.04
3286894,Unknown,30,Medium,20.0,1,10.99,1,30.990000000000002
6221704,Unknown,20,Medium,0.0,0,0,1,0.0
4975404,Unknown,35,Medium,960.0,2,16.18,1,976.18
5486404,Unknown,49,Medium,1104.0,2,13.62,1,1117.62
2115804,Unknown,25,Medium,96.0,1,5.91,1,101.91
7804,Unknown,59,Medium,336.0,1,0,0,336.0
1598004,Unknown,57,Medium,192.0,1,0,0,192.0
3254004,Unknown,48,Medium,48.0,1,17.8,1,65.8
2442094,Unknown,27,Medium,0.0,0,11.69,1,11.69
3612704,Unknown,35,Medium,110.0,1,183.03,1,293.03
2890804,Unknown,36,Medium,192.0,1,3.62,1,195.62
5559404,Unknown,42,Medium,840.0,2,489.99,1,1329.99
9436204,Unknown,38,Medium,96.0,2,6.93,1,102.93
9574504,Unknown,20,Medium,664.0,2,0.08,1,664.08
4403404,Unknown,46,Medium,480.0,2,19.12,1,499.12
49094,Unknown,21,Medium,0.0,0,0,0,0.0
4195504,Unknown,28,Medium,624.0,1,0,1,624.0
2254904,Unknown,27,Medium,432.0,3,243.65,1,675.65
4106404,Unknown,45,Medium,512.0,2,15.82,1,527.82
2958804,Unknown,58,Medium,22.0,2,14.24,1,36.24
5991704,Unknown,21,Medium,480.0,1,9.02,1,489.02
9653304,Unknown,33,Medium,1728.0,3,17.37,1,1745.37
4381304,Unknown,53,Medium,922.0,2,14.22,1,936.22
9565694,Unknown,72,Medium,0.0,0,7.62,1,7.62
5346504,Unknown,31,Medium,48.0,1,5.76,1,53.76
4526404,Unknown,38,Medium,480.0,2,18.67,1,498.67
9591704,Unknown,36,Medium,96.0,2,15.29,1,111.28999999999999
5736404,Unknown,35,Medium,0.0,0,322.88,1,322.88
900604,Unknown,23,Medium,634.0,3,0,0,634.0
3190604,Unknown,29,Medium,272.0,2,2.22,1,274.22
4373704,Unknown,34,Medium,432.0,1,15.06,1,447.06
9688704,Unknown,64,Medium,864.0,2,6.06,1,870.06
8938804,Unknown,20,Medium,48.0,1,17.26,1,65.26
9083504,Male,60,Medium,200.0,1,2.57,1,202.57
4721794,Unknown,28,Medium,0.0,0,1.17,1,1.17
3989704,Unknown,53,Medium,442.0,2,14.99,1,456.99
7773804,Unknown,28,Medium,384.0,1,17.79,1,401.79
5019404,Unknown,27,Medium,78.0,2,0.27,1,78.27
4985504,Unknown,27,Medium,829.0,6,14.03,1,843.03
7888704,Unknown,21,Medium,0.0,0,0.27,1,0.27
9191704,Unknown,44,Medium,336.0,1,187.17,1,523.17
3405894,Unknown,33,Medium,0.0,0,9.93,1,9.93
6862994,Unknown,56,Medium,340.0,6,0.66,1,340.66
2843094,Unknown,30,Medium,0.0,0,8.5,1,8.5
9272504,Unknown,21,Medium,300.0,2,10.49,1,310.49
9370004,Unknown,31,Medium,48.0,1,183.93,1,231.93
8231904,Unknown,52,Medium,144.0,1,6.73,1,150.73
7573404,Unknown,55,Medium,246.0,2,0,1,246.0
3520804,Unknown,46,Medium,864.0,2,2.64,1,866.64
9061704,Unknown,23,Medium,528.0,1,10.77,1,538.77
456104,Unknown,47,Medium,60.0,2,0,0,60.0
3586304,Unknown,42,Medium,874.0,2,0.47,1,874.47
6787604,Male,37,Medium,480.0,1,0.62,1,480.62
4847004,Unknown,36,Medium,192.0,1,0.16,1,192.16
3557704,Unknown,30,Medium,48.0,1,19.3,1,67.3
3967994,Unknown,58,Medium,0.0,0,13.04,1,13.04
5726304,Unknown,40,Medium,896.0,2,12.21,1,908.21
7744504,Unknown,39,Medium,48.0,1,6.43,1,54.43
2047004,Unknown,22,Medium,192.0,1,18.51,1,210.51
1455894,Unknown,47,Medium,0.0,0,0,0,0.0
8977404,Unknown,47,Medium,540.0,2,0.11,1,540.11
1171504,Unknown,31,Medium,216.0,2,0,0,216.0
2545994,Female,45,Medium,130.0,1,451.63,1,581.63
9563004,Unknown,27,Medium,240.0,1,14.41,1,254.41
6877404,Unknown,39,Medium,300.0,2,16.13,1,316.13
3029504,Unknown,42,Medium,586.0,2,10.17,1,596.17
1132094,Unknown,49,Medium,200.0,1,0,0,200.0
6118704,Female,27,Medium,96.0,2,15.8,1,111.8
2358894,Unknown,40,Medium,0.0,0,16.2,1,16.2
1724404,Unknown,46,Medium,528.0,1,14.4,1,542.4
2708404,Unknown,26,Medium,900.0,2,9.04,1,909.04
6790404,Unknown,44,Medium,144.0,1,14.8,1,158.8
1108004,Unknown,28,Medium,84.0,2,0,0,84.0
3835994,Unknown,79,Medium,0.0,0,13.1,1,13.1
9862894,Unknown,38,Medium,0.0,0,12.17,1,12.17
9560104,Unknown,40,Medium,96.0,2,288.03,1,384.03
8845404,Unknown,39,Medium,768.0,1,0,1,768.0
2806804,Unknown,27,Medium,384.0,1,8.97,1,392.97
490094,Female,67,Medium,80.0,8,0,0,80.0
1342404,Unknown,33,Medium,826.0,2,0,0,826.0
3110504,Unknown,45,Medium,720.0,1,12.38,1,732.38
5947794,Unknown,63,Medium,30.0,2,9.87,1,39.87
6864304,Unknown,23,Medium,194.0,2,18.71,1,212.71
4750104,Unknown,26,Medium,48.0,1,0.6,1,48.6
3374804,Unknown,33,Medium,384.0,1,6.07,1,390.07
3812804,Unknown,48,Medium,48.0,1,7.45,1,55.45
1024604,Unknown,70,Medium,576.0,1,0,0,576.0
5361204,Unknown,22,Medium,60.0,2,1.67,1,61.67
856004,Unknown,41,Medium,240.0,1,0,0,240.0
2243504,Unknown,54,Medium,600.0,2,10.07,1,610.07
2366094,Female,34,Medium,0.0,0,3.88,1,3.88
4647704,Unknown,34,Medium,490.0,2,8.65,1,498.65
606094,Unknown,24,Medium,0.0,0,0,0,0.0
6374304,Unknown,26,Medium,240.0,1,1945.86,1,2185.8599999999997
5671904,Unknown,22,Medium,0.0,0,0,1,0.0
3337304,Unknown,30,Medium,0.0,0,1.28,1,1.28
2195694,Unknown,30,Medium,0.0,0,4.26,1,4.26
4721904,Unknown,21,Medium,96.0,2,13.48,1,109.48
3867604,Unknown,31,Medium,660.0,2,10.54,1,670.54
8919304,Female,35,Medium,0.0,0,3.51,1,3.51
1947794,Unknown,36,Medium,0.0,0,5.12,1,5.12
9409404,Unknown,35,Medium,775.0,4,6.21,1,781.21
2722404,Unknown,78,Medium,970.0,2,377.64,1,1347.6399999999999
6337894,Unknown,54,Medium,0.0,0,14.76,1,14.76
365894,Unknown,81,Medium,0.0,0,0,0,0.0
9417204,Unknown,29,Medium,48.0,1,13.59,1,61.59
9787104,Unknown,61,Medium,50.0,1,14.11,1,64.11
3333504,Unknown,23,Medium,558.0,2,13.02,1,571.02
4516404,Unknown,46,Medium,778.0,2,0.57,1,778.57
3633804,Unknown,22,Medium,20.0,1,53.69,1,73.69
6984894,Unknown,75,Medium,10.0,1,6.29,1,16.29
504204,Unknown,75,Medium,38.0,1,0,0,38.0
3166094,Unknown,42,Medium,0.0,0,1.02,1,1.02
2288304,Male,23,Medium,1014.0,2,0,1,1014.0
5234194,Unknown,38,Medium,0.0,0,16.15,1,16.15
2393404,Unknown,45,Medium,826.0,2,6.46,1,832.46
6043404,Unknown,50,Medium,384.0,1,0.9,1,384.9
7820794,Unknown,64,Medium,0.0,0,2.09,1,2.09
6468704,Unknown,29,Medium,96.0,2,14.6,1,110.6
7787504,Unknown,24,Medium,864.0,2,13.04,1,877.04
2174904,Unknown,25,Medium,288.0,1,11.43,1,299.43
1264804,Unknown,21,Medium,48.0,1,0,0,48.0
9983994,Unknown,42,Medium,0.0,0,7.56,1,7.56
4482504,Male,29,Medium,144.0,1,17.25,1,161.25
6524604,Unknown,37,Medium,0.0,0,6.58,1,6.58
8357704,Unknown,28,Medium,336.0,1,18.85,1,354.85
3933504,Unknown,49,Medium,48.0,1,269,1,317.0
4347794,Unknown,31,Medium,30.0,2,4.23,1,34.230000000000004
5844504,Male,38,Medium,298.0,2,10.78,1,308.78
6215804,Female,38,Medium,352.25,2,289.37,1,641.62
9456194,Unknown,19,Medium,0.0,0,0.51,1,0.51
6869894,Unknown,59,Medium,10.0,1,6.21,1,16.21
8692504,Unknown,26,Medium,78.0,2,17.77,1,95.77
4313994,Unknown,85,Medium,0.0,0,5.65,1,5.65
2122704,Unknown,29,Medium,96.0,2,2.32,1,98.32
7619804,Unknown,56,Medium,336.0,1,6.22,1,342.22
5204504,Male,28,Medium,3400.0,10,4.08,1,3404.08
7782304,Unknown,43,Medium,40.0,1,181.32,1,221.32
7888504,Unknown,27,Medium,432.0,1,4.02,1,436.02
9583194,Unknown,58,Medium,0.0,0,29.1,1,29.1
4752194,Unknown,40,Medium,10.0,1,3.07,1,13.07
8314204,Unknown,26,Medium,48.0,1,11.02,1,59.019999999999996
2021704,Female,43,Medium,690.0,4,1.16,1,691.16
6991194,Unknown,45,Medium,10.0,1,13.42,1,23.42
2466094,Unknown,45,Medium,0.0,0,3.42,1,3.42
736194,Unknown,29,Medium,0.0,0,0,0,0.0
9446904,Unknown,20,Medium,0.0,0,60.34,1,60.34
4770304,Unknown,76,Medium,1080.0,2,4700.56,1,5780.56
8247104,Unknown,29,Medium,96.0,2,8.7,1,104.7
3542004,Unknown,40,Medium,240.0,1,237.35,1,477.35
8455194,Unknown,20,Medium,154.0,2,19.95,1,173.95
2987104,Unknown,22,Medium,20.0,1,4.33,1,24.33
3374504,Unknown,32,Medium,96.0,1,175.05,1,271.05
493994,Unknown,62,Medium,0.0,0,0,0,0.0
424894,Male,29,Medium,0.0,0,0,0,0.0
3293204,Unknown,51,Medium,108.0,3,366.8,1,474.8
5772604,Male,50,Medium,0.0,0,14.66,1,14.66
5418194,Unknown,44,Medium,0.0,0,2.94,1,2.94
8970404,Unknown,61,Medium,768.0,1,3.25,1,771.25
7743804,Unknown,55,Medium,314.0,2,4.48,1,318.48
154004,Unknown,26,Medium,96.0,1,0,0,96.0
8937704,Unknown,40,Medium,480.0,1,13.75,1,493.75
3127004,Unknown,31,Medium,192.0,1,15.82,1,207.82
9947304,Unknown,44,Medium,768.0,1,127.26,1,895.26
9661894,Unknown,61,Medium,110.0,2,6.98,1,116.98
3594404,Unknown,32,Medium,816.0,1,0.57,1,816.57
699794,Unknown,21,Medium,0.0,0,0,0,0.0
4911094,Unknown,32,Medium,85.0,5,18.74,1,103.74
8772604,Unknown,47,Medium,480.0,1,24.05,1,504.05
5236804,Unknown,26,Medium,48.0,1,19.18,1,67.18
7273604,Unknown,21,Medium,0.0,0,7.56,1,7.56
6586304,Unknown,37,Medium,1090.0,3,12.02,1,1102.02
5521304,Unknown,24,Medium,960.0,1,10,1,970.0
8701994,Unknown,51,Medium,0.0,0,11.85,1,11.85
2042704,Unknown,37,Medium,150.0,1,358.22,1,508.22
5569404,Female,40,Medium,960.0,3,23.33,1,983.33
103994,Unknown,33,Medium,0.0,0,0,0,0.0
9219994,Female,41,Medium,0.0,0,13.95,1,13.95
1862004,Male,33,Medium,48.0,1,3.77,1,51.77
1401094,Unknown,33,Medium,0.0,0,0,0,0.0
8141504,Unknown,26,Medium,96.0,1,11.81,1,107.81
